2005130	5850252
2005131	2141389
2005132	1161725
2005133	3013957
2005134	5057171
2005135	8149818
2005136	2925817
2005137	9026871
2005138	5228722
2005139	9214195
2005140	0498552
2005141	0178787
2005142	0187027
2005143	9707717
2005144	8996438
2005145	5063968
2005146	8799796
2005147	9111696
2005148	3081531
2005149	4877528
2005150	9681362
2005151	7585108
2005152	0949883
2005153	1927946
2006001	6659052
2006002	6725814
2006003	4535762
2006004	8158118
2006005	5635758
2006006	2578227
2006007	7219866
2006008	0762391
2006009	2810240
2006010	1360502
2006011	2194002
2006012	2493760
2006013	2306600
2006014	7047683
2006015	2182586
2006016	9882057
2006017	3878969
2006018	4693354
2006019	0067992
2006020	3024129
2006021	3500714
2006022	2523607
2006023	9906876
2006024	9062290
2006025	0331974
2006026	8157660
2006027	2188277
2006028	0448531
2006029	0667289
2006030	8805814
2006031	6705330
2006032	7326881
2006033	5828646
2006034	0133275
2006035	1501393
2006036	7445175
2006037	1676243
2006038	1366870
2006039	1618923
2006040	5618073
2006041	6397954
2006042	9184870
2006043	8123952
2006044	2739033
2006045	8510165
2006046	1074525
2006047	9646174
2006048	4376039
2006049	9760536
2006050	4538133
2006051	6974865
2006052	5250807
2006053	0656886
2006054	7656885
2006055	2221711
2006056	5933882
2006057	4729067
2006058	8236241
2006059	0575295
2006060	9118891
2006061	3139794
2006062	0213451
2006063	3122633
2006064	7922260
2006065	3687465
2006066	3279910
2006067	9630549
2006068	2450183
2006069	1058463
2006070	2470111
2006071	0868180
2006072	3844490
2006073	4315005
2006074	1140069
2006075	2343900
2006076	2309867
2006077	4651651
2006078	4830615
2006079	3412621
2006080	1098425
2006081	0121214
2006082	4575456
2006083	4047068
2006084	7950867
2006085	1933979
2006086	1795042
2006087	6452859
2006088	2120516
2006089	9050133
2006090	2446535
2006091	7312142
2006092	7748129
2006093	8441199
2006094	0758493
2006095	6168834
2006096	0613334
2006097	8543944
2006098	8870351
2006099	8439268
2006100	1715004
2006101	3239677
2006102	9726634
2006103	2794873
2006104	9572088
2006105	5748384
2006106	4532574
2006107	1107488
2006108	7018318
2006109	5741826
2006110	1291326
2006111	9311010
2006112	8124454
2006113	2599212
2006114	6402154
2006115	3842789
2006116	9329286
2006117	5134928
2006118	9863383
2006119	2193238
2006120	1836978
2006121	9409210
2006122	5408706
2006123	3770436
2006124	5381315
2006125	2361447
2006126	6241628
2006127	3789919
2006128	2141389
2006129	1866221
2006130	7867762
2006131	5184490
2006132	6017220
2006133	1343306
2006134	7994623
2006135	8941145
2006136	4814345
2006137	0387721
2006138	4272164
2006139	3399213
2006140	6899049
2006141	1532020
2006142	2392384
2006143	2534325
2006144	8896880
2006145	4864697
2006146	1915779
2006147	1857554
2006148	0922748
2006149	4039852
2006150	9866509
2006151	0463162
2006152	1179819
2006153	5970784
2006154	1742960
2007001	3955536
2007002	8335882
2007003	5758687
2007004	6431997
2007005	4640204
2007006	0353610
2007007	5189694
2007008	2166735
2007009	5387208
2007010	1609877
2007011	3923193
2007012	5263461
2007013	0866008
2007014	3415314
2007015	3179585
2007016	2504557
2007017	9085478
2007018	0991845
2007019	1286278
2007020	3670925
2007021	0346756
2007022	6110396
2007023	5862354
2007024	9398546
2007025	6130000
2007026	0497452
2007027	2005796
2007028	1767503
2007029	9140200
2007030	5811302
2007031	9616352
2007032	3121299
2007033	4752288
2007034	2424198
2007035	8885116
2007036	7565317
2007037	4235744
2007038	3111383
2007039	1626473
2007040	2255396
2007041	9827272
2007042	0097342
2007043	8194957
2007044	8576258
2007045	7830914
2007046	2099960
2007047	2412160
2007048	9394519
2007049	2477554
2007050	8416960
2007051	4353140
2007052	4507804
2007053	1687299
2007054	1543217
2007055	6835953
2007056	2081582
2007057	5138207
2007058	5519837
2007059	4207319
2007060	8983300
2007061	1201933
2007062	8760023
2007063	1494420
2007064	4273983
2007065	4191917
2007066	7507379
2007067	6280335
2007068	6847073
2007069	8609269
2007070	2857890
2007071	8832356
2007072	0760427
2007073	1763270
2007074	1836673
2007075	4620954
2007076	8546989
2007077	6960313
2007078	5383352
2007079	5468469
2007080	5587026
2007081	8002365
2007082	1690003
2007083	5090414
2007084	3043786
2007085	1216775
2007086	1705431
2007087	0352611
2007088	7098493
2007089	0525549
2007090	7921103
2007091	4157107
2007092	9104826
2007093	6301497
2007094	4652168
2007095	6958060
2007096	6946046
2007097	4729986
2007098	3954709
2007099	8486979
2007100	4410257
2007101	2885567
2007102	6090071
2007103	9453725
2007104	3880043
2007105	8768114
2007106	5198813
2007107	3977590
2007108	4728534
2007109	9402995
2007110	6719347
2007111	2901166
2007112	8518940
2007113	7581833
2007114	9298612
2007115	0028252
2007116	4111991
2007117	2111564
2007118	6576768
2007119	9899403
2007120	1436917
2007121	7725860
2007122	3341747
2007123	5146012
2007124	5781524
2007125	4403380
2007126	1757887
2007127	6849408
2007128	6747951
2007129	7778846
2007130	5439491
2007131	7735639
2007132	1572640
2007133	9652073
2007134	6998851
2007135	9652870
2007136	5820883
2007137	4021056
2007138	4942719
2007139	8488446
2007140	9415897
2007141	8502059
2007142	6040669
2007143	0531273
2007144	4158134
2007145	9672498
2007146	7053731
2007147	2200070
2007148	2146330
2007149	0439968
2007150	1417411
2007151	4125242
2007152	7438018
2007153	4357918
2008001	1958368
2008002	5357813
2008003	4048324
2008004	4851117
2008005	7110673
2008006	2564639
2008007	6682969
2008008	7929912
2008009	0502504
2008010	0605795
2008011	8769842
2008012	8989539
2008013	8763666
2008014	4313879
2008015	6371840
2008016	8454823
2008017	4305915
2008018	9283669
2008019	9609125
2008020	3812501
2008021	6487231
2008022	6961140
2008023	9188001
2008024	1172472
2008025	3760239
2008026	8339027
2008027	2041310
2008028	3326631
2008029	3798656
2008030	3890436
2008031	0741421
2008032	2253527
2008033	3853017
2008034	9152669
2008035	6890338
2008036	3709542
2008037	5099236
2008038	3932886
2008039	8823200
2008040	5905825
2008041	6054195
2008042	7381110
2008043	7985209
2008044	9651853
2008045	1809552
2008046	2160870
2008047	8984908
2008048	4641383
2008049	6278556
2008050	7146669
2008051	8695650
2008052	9619667
2008053	8517072
2008054	9675032
2008055	3526361
2008056	4130418
2008057	3597716
2008058	5469545
2008059	2107697
2008060	1568492
2008061	9000818
2008062	6552022
2008063	0093759
2008064	8030089
2008065	7580939
2008066	1241824
2008067	7340327
2008068	0143896
2008069	4238691
2008070	2060035
2008071	0024980
2008072	7111741
2008073	7523384
2008074	9465522
2008075	5462577
2008076	7965849
2008077	3983698
2008078	4269006
2008079	7263587
2008080	9479225
2008081	4570115
2008082	7132824
2008083	5214577
2008084	4896895
2008085	9917414
2008086	4462131
2008087	1682569
2008088	8131985
2008089	3479227
2008090	7659168
2008091	3697025
2008092	9695105
2008093	2906901
2008094	6604344
2008095	2802288
2008096	2994967
2008097	7759248
2008098	8902892
2008099	5055616
2008100	2331974
2008101	0834025
2008102	1333537
2008103	3145105
2008104	1981000
2008105	3512254
2008106	1727974
2008107	5733249
2008108	1397887
2008109	3159945
2008110	2933178
2008111	7159779
2008112	8335609
2008113	7814887
2008114	9918755
2008115	8971549
2008116	7549377
2008117	8323854
2008118	6544968
2008119	2236411
2008120	1165055
2008121	6618417
2008122	4997007
2008123	8260940
2008124	2737024
2008125	9239418
2008126	2244933
2008127	9040010
2008128	5724208
2008129	2006867
2008130	2889703
2008131	7157637
2008132	2498275
2008133	9186598
2008134	3540797
2008135	8508193
2008136	1401952
2008137	4038961
2008138	7315846
2008139	9766373
2008140	9351018
2008141	9152575
2008142	4397372
2008143	6381192
2008144	2048825
2008145	4335634
2008146	1207190
2008147	4175605
2008148	3163314
2008149	4260113
2008150	9670761
2008151	5666341
2008152	6394565
2008153	8210463
2008154	2524807
2009001	2910374
2009002	4885740
2009003	4215910
2009004	3221815
2009005	6861777
2009006	3612537
2009007	0648791
2009008	8661346
2009009	8939382
2009010	0325281
2009011	4149889
2009012	2766290
2009013	6373955
2009014	7295986
2009015	6667288
2009016	1678226
2009017	4622344
2009018	2263213
2009019	1190536
2009020	2228876
2009021	7401691
2009022	3377197
2009023	2196132
2009024	9824996
2009025	5113890
2009026	3902888
2009027	9487751
2009028	0338197
2009029	2326983
2009030	6628944
2009031	3629973
2009032	5559933
2009033	7324312
2009034	4175069
2009035	3574856
2009036	5186906
2009037	6894763
2009038	9681926
2009039	4194229
2009040	1027575
2009041	1738266
2009042	3970506
2009043	3872497
2009044	8850497
2009045	8740131
2009046	3701445
2009047	3511587
2009048	8123558
2009049	4350650
2009050	2282028
2009051	5310049
2009052	1724533
2009053	2189400
2009054	6725312
2009055	9168912
2009056	1856597
2009057	8699063
2009058	9361248
2009059	2153250
2009060	4727851
2009061	3367552
2009062	2814928
2009063	6813665
2009064	5736451
2009065	6677111
2009066	4627921
2009067	7869445
2009068	4120110
2009069	7621543
2009070	7972588
2009071	2697304
2009072	7669944
2009073	0998860
2009074	6907824
2009075	3906535
2009076	2373100
2009077	5655147
2009078	8933008
2009079	3940659
2009080	4510080
2009081	5496358
2009082	9445913
2009083	4145845
2009084	5451666
2009085	4798770
2009086	9310273
2009087	3671226
2009088	0361963
2009089	0942521
2009090	7675172
2009091	0824655
2009092	8603495
2009093	4662703
2009094	7220560
2009095	3313972
2009096	6412285
2009097	1483986
2009098	1672567
2009099	7700063
2009100	7229401
2009101	2125592
2009102	7131520
2009103	9649953
2009104	8458494
2009105	9043796
2009106	4686389
2009107	7042721
2009108	8409878
2009109	4314064
2009110	4784320
2009111	0794273
2009112	2832432
2009113	8019841
2009114	5979684
2009115	0863365
2009116	5331960
2009117	2433243
2009118	2102947
2009119	6880959
2009120	3563279
2009121	5547571
2009122	6530576
2009123	8719680
2009124	9872934
2009125	8091422
2009126	3915341
2009127	7211588
2009128	2441017
2009129	5074461
2009130	2752683
2009131	5850178
2009132	9255259
2009133	5442747
2009134	7448768
2009135	9846890
2009136	1160059
2009137	5112802
2009138	6557844
2009139	8363990
2009140	3738143
2009141	0889697
2009142	2750497
2009143	4047370
2009144	8797186
2009145	9603118
2009146	0780490
2009147	3029981
2009148	2372626
2009149	1444551
2009150	2845562
2009151	6251642
2009152	0084402
2009153	4352365
2010001	2901444
2010002	3985504
2010003	1456780
2010004	4060910
2010005	3501158
2010006	1643990
2010007	7058347
2010008	5285391
2010009	6149702
2010010	3305688
2010011	8872195
2010012	5161335
2010013	9557720
2010014	2509106
2010015	2522139
2010016	6669517
2010017	9132268
2010018	0062625
2010019	7779269
2010020	9608088
2010021	9542244
2010022	9805794
2010023	4483743
2010024	9667958
2010025	4442065
2010026	6588106
2010027	0947238
2010028	5170699
2010029	7668383
2010030	7695890
2010031	4850928
2010032	9287727
2010033	9155020
2010034	3381403
2010035	9895769
2010036	3793744
2010037	4967347
2010038	8718127
2010039	3108780
2010040	8594104
2010041	6677306
2010042	8321949
2010043	6822665
2010044	1425666
2010045	8720013
2010046	4131240
2010047	0316655
2010048	6774646
2010049	5464837
2010050	6387823
2010051	7547895
2010052	8039222
2010053	9507253
2010054	4036516
2010055	3461229
2010056	8195394
2010057	1574143
2010058	8086719
2010059	8415736
2010060	0653189
2010061	6540724
2010062	4922607
2010063	5885406
2010064	0075220
2010065	5509893
2010066	8990936
2010067	8017422
2010068	9077195
2010069	1514109
2010070	9584115
2010071	4841605
2010072	3165381
2010073	6521734
2010074	3823427
2010075	8622330
2010076	8032293
2010077	3344380
2010078	1781189
2010079	3924256
2010080	1111571
2010081	0176231
2010082	5726316
2010083	6040330
2010084	8016532
2010085	7914070
2010086	5457874
2010087	0655881
2010088	4434725
2010089	9188631
2010090	5618466
2010091	6726002
2010092	1199102
2010093	4616363
2010094	5564613
2010095	8387858
2010096	5068864
2010097	3490671
2010098	5667579
2010099	2777928
2010100	5566740
2010101	3759188
2010102	7540662
2010103	0729603
2010104	5531979
2010105	7760999
2010106	9382194
2010107	2594448
2010108	6465490
2010109	5320770
2010110	5442404
2010111	7046077
2010112	1844952
2010113	5737699
2010114	9663554
2010115	2087393
2010116	9370430
2010117	4539197
2010118	3653804
2010119	5152657
2010120	2196752
2010121	4130735
2010122	0277834
2010123	3869697
2010124	9977030
2010125	5822146
2010126	3966024
2010127	6482574
2010128	9740611
2010129	3148998
2010130	6674521
2010131	2760212
2010132	7658338
2010133	9894468
2010134	6799436
2010135	1900841
2010136	1334731
2010137	7777077
2010138	9627688
2010139	0987265
2010140	2663309
2010141	1858583
2010142	1943746
2010143	0578684
2010144	0784205
2010145	5303297
2010146	1168201
2010147	2110873
2010148	1865055
2010149	9257485
2010150	7674213
2010151	5295767
2010152	6842015
2010153	5869367
2010154	5252974
2011001	9845854
2011002	0150650
2011003	9098093
2011004	3604166
2011005	2969645
2011006	1650957
2011007	3498553
2011008	8366670
2011009	1107530
2011010	1363378
2011011	0066366
2011012	4744500
2011013	5988422
2011014	3440288
2011015	5012113
2011016	5359793
2011017	7259263
2011018	6622577
2011019	6088994
2011020	7250261
2011021	6072070
2011022	7532006
2011023	7403591
2011024	9377370
2011025	8927753
2011026	2058365
2011027	8623237
2011028	5235825
2011029	1640002
2011030	4452933
2011031	7641735
2011032	2081632
2011033	2052536
2011034	6498962
2011035	2748772
2011036	3684627
2011037	8556946
2011038	0124745
2011039	9627731
2011040	3888757
2011041	6669366
2011042	4761362
2011043	6689720
2011044	6635846
2011045	0889399
2011046	1163847
2011047	7912295
2011048	0057689
2011049	1458189
2011050	2193560
2011051	3277401
2011052	7708533
2011053	6244692
2011054	9409343
2011055	7580812
2011056	9456505
2011057	5188516
2011058	4359012
2011059	4420572
2011060	8454820
2011061	0842274
2011062	3436284
2011063	7741581
2011064	7348344
2011065	0009921
2011066	8135181
2011067	7373088
2011068	2525715
2011069	9247952
2011070	4003020
2011071	6238544
2011072	3714146
2011073	9710845
2011074	0819056
2011075	7191312
2011076	3527041
2011077	4694237
2011078	5865625
2011079	3829715
2011080	2579550
2011081	2373746
2011082	1402907
2011083	3607490
2011084	3548278
2011085	5957540
2011086	0151873
2011087	3257114
2011088	0183689
2011089	4580067
2011090	3901361
2011091	7314869
2011092	4164257
2011093	9592453
2011094	8960795
2011095	4420591
2011096	8998382
2011097	1526587
2011098	0095603
2011099	1107475
2011100	9767711
2011101	6012956
2011102	4354110
2011103	2849296
2011104	1149132
2011105	5727172
2011106	5336696
2011107	4543398
2011108	4261726
2011109	0209837
2011110	8741591
2011111	6615701
2011112	5413925
2011113	6227878
2011114	5971545
2011115	2131535
2011116	0025179
2011117	1174827
2011118	7430694
2011119	5910547
2011120	4328327
2011121	9215471
2011122	2156060
2011123	9851324
2011124	8234943
2011125	1522166
2011126	9183861
2011127	4070377
2011128	0685008
2011129	6825989
2011130	6417786
2011131	0204972
2011132	9663363
2011133	7252156
2011134	7960353
2011135	2152613
2011136	4260282
2011137	9012987
2011138	7427088
2011139	6636244
2011140	1958725
2011141	1292059
2011142	6572653
2011143	3635644
2011144	4831905
2011145	2675706
2011146	6939402
2011147	0054322
2011148	5544207
2011149	7077521
2011150	1525892
2011151	4158361
2011152	9319674
2011153	4092502
2012001	5060998
2012002	6973583
2012003	0527314
2012004	4433612
2012005	6857076
2012006	8079495
2012007	8250904
2012008	9067738
2012009	7807909
2012010	0064540
2012011	2562761
2012012	1181840
2012013	1011067
2012014	3465160
2012015	5475732
2012016	5257145
2012017	2350458
2012018	8336513
2012019	8128139
2012020	7361574
2012021	1052323
2012022	9643298
2012023	9389065
2012024	5215385
2012025	5592900
2012026	8059815
2012027	1263889
2012028	5489724
2012029	5760119
2012030	2120433
2012031	1638470
2012032	0767712
2012033	0773827
2012034	3132741
2012035	1022364
2012036	0932281
2012037	7747761
2012038	6001499
2012039	4465903
2012040	5221193
2012041	0456608
2012042	0714262
2012043	0217399
2012044	4377387
2012045	5882713
2012046	4826827
2012047	8746834
2012048	3954271
2012049	6856316
2012050	9771006
2012051	8816799
2012052	5120354
2012053	9661500
2012054	2072255
2012055	7751344
2012056	0179537
